employeeID,clientCompany,clientIndustry,startDate,endDate,jobTitle,payrate,markup,billrate,hours
1021,"Barrows, Smitham and Watsica",Specialty Foods,1/7/2020,2/26/2020,Dental Hygienist,22.24,40,31.14,302.664075
1890,Deckow LLC,RETAIL: Building Materials,11/26/2020,1/15/2021,Legal Assistant,16.46,29,21.23,303.0959509
1871,Herman-Armstrong,Semiconductors,11/20/2020,1/9/2021,Marketing Assistant,13.08,33,17.40,303.1721468
1830,Hudson and Sons,Semiconductors,11/6/2020,12/26/2020,Help Desk Operator,14.68,43,20.99,304.3544331
1658,Ziemann Inc,Property-Casualty Insurers,9/6/2020,10/26/2020,Clinical Specialist,13.46,35,18.17,304.6092581
1639,Gulgowski Inc,Major Banks,9/1/2020,10/21/2020,Assistant Media Planner,12.86,29,16.59,305.6597372
1945,Hand-Runolfsson,Trucking Freight/Courier Services,12/15/2020,2/3/2021,Media Manager I,8.78,43,12.56,305.8518626
1971,"Schmidt, Sauer and Fahey",n/a,12/21/2020,2/10/2021,Graphic Designer,10.98,37,15.04,306.2122984
1930,Schowalter Group,Marine Transportation,12/9/2020,1/29/2021,Information Systems Manager,19.39,43,27.73,306.2649278
1552,Kemmer-Halvorson,Restaurants,7/28/2020,9/17/2020,Pharmacist,28.66,23,35.25,307.2395041
1293,"Hessel, Effertz and Hand",Savings Institutions,4/19/2020,6/9/2020,Media Manager III,13.31,26,16.77,307.6396969
1240,"Lynch, Jast and Mraz",Electric Utilities: Central,4/4/2020,5/25/2020,Associate Professor,18.24,41,25.72,307.8184637
1257,"Schoen, Kuhlman and Jaskolski",Semiconductors,4/8/2020,5/29/2020,Software Test Engineer IV,23.41,45,33.94,308.502426
1283,"Feeney, Hintz and Gleichner",Industrial Machinery/Components,4/17/2020,6/7/2020,Tax Accountant,17.62,38,24.32,308.6578809
1723,Howell Group,Telecommunications Equipment,9/27/2020,11/17/2020,Electrical Engineer,17.25,26,21.74,309.6495573
1156,"Williamson, Hirthe and Becker",Beverages (Production/Distribution),3/2/2020,4/22/2020,Librarian,17.77,39,24.70,309.7147504
1812,"Terry, Dietrich and Shields",Biotechnology: Commercial Physical & Biological Resarch,10/30/2020,12/20/2020,Senior Quality Engineer,20.76,34,27.82,310.0952882
1931,Von-Heidenreich,EDP Services,12/9/2020,1/29/2021,Human Resources Manager,9.36,25,11.70,310.1988225
1858,"Goldner, Kerluke and Ernser",n/a,11/17/2020,1/7/2021,Programmer II,21.03,35,28.39,310.320047
1204,Effertz and Sons,Savings Institutions,3/19/2020,5/9/2020,Developer II,25.46,21,30.81,311.6356842
1301,Huel-Hagenes,Telecommunications Equipment,4/23/2020,6/14/2020,Research Associate,20.43,36,27.78,312.0684819
1518,Legros-Gutmann,Oilfield Services/Equipment,7/18/2020,9/8/2020,Registered Nurse,10.19,38,14.06,312.7502761
1145,Schmidt-Kohler,Precious Metals,2/25/2020,4/17/2020,Analyst Programmer,17.4,27,22.10,313.3426074
1506,"Kovacek, Corkery and Murphy",Major Chemicals,7/14/2020,9/4/2020,Chief Design Engineer,10.59,26,13.34,313.5306869
1009,Nolan LLC,n/a,1/3/2020,2/24/2020,Assistant Manager,14.34,43,20.51,316.7340388
1663,"Hayes, Koelpin and Rosenbaum",Building Products,9/8/2020,10/31/2020,Associate Professor,23.35,37,31.99,318.1656958
1775,"Luettgen, Hintz and Runolfsson",Life Insurance,10/17/2020,12/9/2020,Software Consultant,28.63,45,41.51,318.2421549
1216,Harvey Inc,Metal Fabrications,3/24/2020,5/16/2020,Account Executive,23.75,34,31.83,318.3662231
1728,Goyette Inc,n/a,9/29/2020,11/21/2020,Administrative Assistant IV,25.22,42,35.81,319.2952075
1187,Sipes Inc,Semiconductors,3/14/2020,5/6/2020,Data Coordiator,10.41,35,14.05,319.445687
1083,Simonis-Collins,n/a,1/31/2020,3/24/2020,Dental Hygienist,25.14,35,33.94,319.6788649
1572,"Swift, Johnston and Kohler",Other Specialty Stores,8/7/2020,9/29/2020,Database Administrator IV,7.68,32,10.14,319.9520928
1209,"Veum, Ziemann and Abshire",Electrical Products,3/21/2020,5/13/2020,Senior Quality Engineer,21.19,35,28.61,320.2665203
1825,"Pfeffer, Wuckert and Sporer",n/a,11/4/2020,12/27/2020,Operator,7.87,31,10.31,320.7167186
1646,Douglas-Mayer,Finance: Consumer Services,9/3/2020,10/26/2020,Marketing Assistant,23.23,33,30.90,321.6803049
1927,Zboncak LLC,Food Distributors,12/8/2020,1/30/2021,Business Systems Development Analyst,29.43,32,38.85,322.3224456
1222,"Pollich, Mante and Christiansen",Major Chemicals,3/27/2020,5/19/2020,Web Designer IV,10.83,26,13.65,322.4789511
1529,Jones-Beier,Computer Software: Prepackaged Software,7/22/2020,9/13/2020,Legal Assistant,15.67,29,20.21,323.9204264
1573,Abernathy-Orn,Biotechnology: Commercial Physical & Biological Resarch,8/8/2020,10/1/2020,Web Developer IV,22.78,29,29.39,327.7166541
1601,Bins Inc,Industrial Machinery/Components,8/17/2020,10/10/2020,Internal Auditor,16.75,45,24.29,328.2663582
1170,"Buckridge, Rippin and Ankunding",n/a,3/6/2020,4/29/2020,Programmer Analyst IV,15.11,27,19.19,328.6095911
1613,Kulas Inc,Major Banks,8/21/2020,10/15/2020,Human Resources Assistant IV,23.54,26,29.66,330.6568892
1294,"Treutel, Schmidt and Heaney",Real Estate Investment Trusts,4/21/2020,6/15/2020,Software Consultant,13.04,39,18.13,330.8500133
1207,Funk Inc,Major Pharmaceuticals,3/20/2020,5/14/2020,Environmental Tech,11.64,21,14.08,330.8510258
1676,"McKenzie, Dickens and Conn",n/a,9/11/2020,11/5/2020,Junior Executive,7.42,27,9.42,331.2923668
1541,"Renner, Ferry and Weimann",Major Pharmaceuticals,7/25/2020,9/18/2020,Quality Control Specialist,22.89,26,28.84,331.3838798
1045,Padberg Inc,Computer Software: Prepackaged Software,1/15/2020,3/10/2020,Desktop Support Technician,15.56,38,21.47,331.7968842
1916,Hartmann-O'Keefe,Restaurants,12/5/2020,1/29/2021,Structural Engineer,20.6,29,26.57,332.6565421
1162,Gleichner and Sons,Major Pharmaceuticals,3/5/2020,4/29/2020,Nuclear Power Engineer,22.69,43,32.45,332.7822991
1190,Kassulke-Volkman,Biotechnology: In Vitro & In Vivo Diagnostic Substances,3/15/2020,5/9/2020,Cost Accountant,8.43,43,12.05,333.5134812
1701,Emmerich-Pollich,Semiconductors,9/22/2020,11/16/2020,Help Desk Technician,16.75,21,20.27,333.8398425
1821,Bayer-Koss,Natural Gas Distribution,11/2/2020,12/27/2020,Staff Scientist,7.42,36,10.09,334.8673783
1155,Gutkowski LLC,Investment Bankers/Brokers/Service,3/1/2020,4/25/2020,Computer Systems Analyst III,29.71,32,39.22,334.9126599
1038,Bartoletti-Auer,Major Pharmaceuticals,1/13/2020,3/8/2020,Staff Scientist,28.85,25,36.06,334.940963
1210,"Stokes, Brekke and Cassin",Medical Electronics,3/21/2020,5/15/2020,Speech Pathologist,11.08,25,13.85,335.1078724
1475,Keeling-Block,Major Pharmaceuticals,7/1/2020,8/25/2020,Physical Therapy Assistant,28.93,29,37.32,335.2693057
1763,Hane-Auer,Biotechnology: Biological Products (No Diagnostic Substances),10/13/2020,12/8/2020,Nuclear Power Engineer,8.9,36,12.10,336.0540812
1450,Pagac-O'Connell,Professional Services,6/21/2020,8/16/2020,Media Manager III,22.17,37,30.37,336.2283827
1846,"Kuhic, Beier and Kuvalis",Property-Casualty Insurers,11/13/2020,1/8/2021,Research Associate,12.1,42,17.18,336.4185141
1348,Welch LLC,Savings Institutions,5/10/2020,7/5/2020,Analog Circuit Design manager,24.05,27,30.54,336.4270782
1391,Hilpert-Kshlerin,Real Estate Investment Trusts,5/24/2020,7/19/2020,Human Resources Manager,16.24,40,22.74,336.4823655
1234,Schuster-Erdman,Integrated oil Companies,4/3/2020,5/29/2020,Safety Technician II,26.74,24,33.16,336.6781881
1721,Turcotte and Sons,Real Estate Investment Trusts,9/27/2020,11/22/2020,VP Product Management,22.65,44,32.62,340.369279
1291,Zulauf-Stark,Telecommunications Equipment,4/19/2020,6/14/2020,Media Manager II,29.03,42,41.22,340.6658189
1329,"Kuhlman, Stroman and Gislason",Automotive Aftermarket,5/2/2020,6/27/2020,Programmer I,15.66,25,19.58,340.6903032
1287,Franecki-Satterfield,Catalog/Specialty Distribution,4/18/2020,6/13/2020,Senior Editor,24.08,25,30.10,341.5970824
1595,Spencer-Weber,Air Freight/Delivery Services,8/15/2020,10/11/2020,Cost Accountant,15.85,27,20.13,343.2768689
1434,"Cassin, Goldner and Mueller",Major Banks,6/16/2020,8/12/2020,Nurse,8.46,34,11.34,343.3956017
1456,"Cronin, Becker and Lubowitz",Office Equipment/Supplies/Services,6/25/2020,8/21/2020,Product Engineer,13.51,34,18.10,344.0736907
1250,Hahn-Robel,Auto Manufacturing,4/6/2020,6/2/2020,Civil Engineer,9.4,30,12.22,345.3872471
1063,"Muller, Collier and Kozey",Property-Casualty Insurers,1/23/2020,3/20/2020,Health Coach III,13.51,25,16.89,345.620025
1557,Feest and Sons,Restaurants,7/29/2020,9/24/2020,Associate Professor,16.99,30,22.09,346.207601
1740,Effertz and Sons,Coal Mining,10/2/2020,11/28/2020,Paralegal,19.23,35,25.96,346.7165971
1049,Nolan and Sons,Oil & Gas Production,1/16/2020,3/13/2020,General Manager,7.97,36,10.84,347.2488776
1007,"Krajcik, Grant and Osinski",Marine Transportation,1/3/2020,2/29/2020,Quality Control Specialist,27.65,45,40.09,347.3176903
1149,Bergnaum and Sons,Restaurants,2/25/2020,4/22/2020,Computer Systems Analyst II,17.86,22,21.79,347.5859652
1442,Walter LLC,n/a,6/18/2020,8/15/2020,Structural Engineer,19.04,22,23.23,348.6524768
1504,"Dibbert, Wyman and Wisozk",n/a,7/13/2020,9/9/2020,Analog Circuit Design manager,18.02,24,22.34,349.3442544
1635,Wisoky-Morar,Banks,8/29/2020,10/26/2020,Health Coach I,19.01,25,23.76,350.1554689
1105,Schroeder Inc,Oil & Gas Production,2/8/2020,4/6/2020,Data Coordiator,13.55,26,17.07,350.3749923
1246,"Feest, Schroeder and Ankunding",n/a,4/5/2020,6/2/2020,Senior Quality Engineer,16.29,37,22.32,350.4323363
1345,Reichert Inc,Real Estate Investment Trusts,5/9/2020,7/6/2020,Software Engineer IV,25.59,22,31.22,350.5873949
1662,"Witting, Schaden and Raynor",Medical/Dental Instruments,9/8/2020,11/5/2020,Business Systems Development Analyst,15.61,37,21.39,352.4387768
1638,Witting-Bruen,Real Estate Investment Trusts,8/31/2020,10/28/2020,Media Manager III,21.53,27,27.34,352.5797186
1729,"Jacobson, Eichmann and Hagenes",Services-Misc. Amusement & Recreation,9/29/2020,11/26/2020,Software Engineer III,28.42,38,39.22,352.7297157
1351,Green-Farrell,Electrical Products,5/11/2020,7/9/2020,VP Product Management,19.62,40,27.47,354.1246784
1087,Price-Connelly,Semiconductors,2/1/2020,3/31/2020,Community Outreach Specialist,26.68,26,33.62,354.3692501
1925,"Collins, Graham and Kreiger",Food Chains,12/7/2020,2/4/2021,Biostatistician IV,23.54,33,31.31,354.7762728
1929,Denesik LLC,n/a,12/9/2020,2/6/2021,Cost Accountant,20.15,41,28.41,355.129846
1380,"McGlynn, Moore and Pfeffer",n/a,5/21/2020,7/19/2020,Technical Writer,13.07,27,16.60,355.2511876
1384,"Douglas, Rogahn and Hodkiewicz",Telecommunications Equipment,5/22/2020,7/20/2020,Senior Financial Analyst,18.32,45,26.56,355.3011993
1031,Rath LLC,Accident &Health Insurance,1/10/2020,3/9/2020,Tax Accountant,14.2,25,17.75,355.6565876
1911,Swaniawski Group,Major Chemicals,12/3/2020,1/31/2021,Analog Circuit Design manager,16.5,44,23.76,357.1151797
1839,"Kling, Auer and Pouros",Clothing/Shoe/Accessory Stores,11/10/2020,1/8/2021,Account Representative I,23.7,43,33.89,357.2900228
1426,"Murphy, Jacobs and Braun",n/a,6/12/2020,8/10/2020,Senior Quality Engineer,17.09,37,23.41,357.3909268
1765,"Hintz, Lang and Prosacco",n/a,10/14/2020,12/12/2020,VP Sales,16.19,29,20.89,359.3039802
1859,Conroy LLC,Investment Bankers/Brokers/Service,11/17/2020,1/15/2021,Environmental Specialist,8.3,26,10.46,359.4728714
1073,Brakus Group,Major Chemicals,1/26/2020,3/25/2020,Administrative Assistant IV,7.85,32,10.36,359.8055287
1327,Wyman and Sons,Telecommunications Equipment,5/2/2020,7/1/2020,Media Manager IV,23.01,30,29.91,361.7927478
1061,Keebler Group,Industrial Machinery/Components,1/23/2020,3/23/2020,Graphic Designer,27.77,28,35.55,362.1338074
1214,"MacGyver, Marvin and Prosacco",Real Estate Investment Trusts,3/22/2020,5/21/2020,Safety Technician IV,24.6,45,35.67,363.3597983
1668,"Kutch, Cartwright and O'Conner",Restaurants,9/10/2020,11/9/2020,Account Coordinator,26.7,23,32.84,364.9051226
1860,Cronin-Herzog,Major Banks,11/17/2020,1/16/2021,Systems Administrator II,28.61,28,36.62,365.7875933
1312,Dicki Group,Industrial Machinery/Components,4/25/2020,6/25/2020,Recruiting Manager,7.33,27,9.31,366.8402376
1137,Casper-Hilpert,Real Estate Investment Trusts,2/21/2020,4/22/2020,Human Resources Manager,10.28,24,12.75,367.3106227
1395,"Murphy, Koelpin and Metz",n/a,5/26/2020,7/26/2020,Mechanical Systems Engineer,14.09,23,17.33,367.7869619
1461,"Wisozk, Keebler and Abshire",Advertising,6/26/2020,8/26/2020,Teacher,12.65,23,15.56,369.4758614
1022,"Towne, Wolf and Satterfield",Real Estate Investment Trusts,1/8/2020,3/9/2020,Analyst Programmer,11.55,23,14.21,370.2458003
1337,"Hane, Gerlach and Shanahan",Telecommunications Equipment,5/5/2020,7/5/2020,Paralegal,16.75,28,21.44,370.5531603
1369,Orn-Kuhn,Real Estate Investment Trusts,5/16/2020,7/16/2020,Assistant Media Planner,17.18,23,21.13,370.8398151
1785,Will-Greenholt,n/a,10/20/2020,12/20/2020,Statistician I,16.47,21,19.93,371.4351518
1281,Leffler LLC,Real Estate Investment Trusts,4/17/2020,6/17/2020,Analyst Programmer,17,25,21.25,371.6635174
1546,Buckridge-Blanda,Medical Specialities,7/26/2020,9/25/2020,Structural Analysis Engineer,28.31,27,35.95,371.8840064
1328,Langosh and Sons,Electric Utilities: Central,5/2/2020,7/3/2020,Electrical Engineer,17.49,33,23.26,372.2052502
1203,Hackett Group,Telecommunications Equipment,3/19/2020,5/20/2020,Speech Pathologist,14.58,27,18.52,372.2512403
1616,Schaefer-Littel,Savings Institutions,8/23/2020,10/24/2020,Environmental Specialist,9.28,38,12.81,372.3289246
1066,Lebsack-Okuneva,Commercial Banks,1/25/2020,3/27/2020,Nuclear Power Engineer,7.58,25,9.48,372.5866277
1376,Gottlieb and Sons,Industrial Machinery/Components,5/19/2020,7/20/2020,Administrative Officer,18.35,29,23.67,372.7237191
1198,"Spencer, Schaefer and Fisher",Electrical Products,3/18/2020,5/19/2020,Social Worker,25.04,29,32.30,372.9452629
1753,"Jast, Mayert and Leannon",Major Chemicals,10/10/2020,12/11/2020,Research Associate,15.57,21,18.84,373.3396293
1691,Ryan-Bayer,Major Pharmaceuticals,9/17/2020,11/18/2020,Dental Hygienist,23.93,42,33.98,373.7061302
1817,DuBuque Group,Auto Parts:O.E.M.,10/31/2020,1/1/2021,Mechanical Systems Engineer,27.09,27,34.40,373.8325753
1980,"Bailey, Wilderman and Ruecker",Home Furnishings,12/26/2020,2/26/2021,Human Resources Assistant III,22.06,32,29.12,374.3053897
1451,Ernser and Sons,Industrial Machinery/Components,6/22/2020,8/23/2020,Human Resources Manager,18.68,41,26.34,374.5220288
1368,Bergnaum Group,Containers/Packaging,5/15/2020,7/16/2020,Administrative Officer,9.96,37,13.65,374.7118622
1485,"Lockman, Jacobs and Ferry",Property-Casualty Insurers,7/4/2020,9/4/2020,Nurse,9.23,30,12.00,377.4947588
1001,Harris and Sons,Property-Casualty Insurers,1/1/2020,3/4/2020,Automation Specialist I,19.98,29,25.77,378.4144692
1479,Mertz Group,Real Estate Investment Trusts,7/2/2020,9/3/2020,Junior Executive,7.56,20,9.07,378.7517216
1467,Bahringer and Sons,Office Equipment/Supplies/Services,6/27/2020,8/29/2020,Operator,24.98,29,32.22,379.344988
1029,Okuneva-Howell,Major Pharmaceuticals,1/10/2020,3/13/2020,Senior Editor,18.43,32,24.33,379.684629
1917,Schmeler-Gutmann,n/a,12/6/2020,2/7/2021,Chief Design Engineer,8.44,42,11.98,379.813258
1231,"Weber, Terry and Rutherford",Precious Metals,3/31/2020,6/2/2020,Financial Analyst,28.65,24,35.53,380.6722424
1050,Hane LLC,Semiconductors,1/16/2020,3/19/2020,General Manager,28.99,25,36.24,381.0503668
1270,Considine-Gleichner,n/a,4/14/2020,6/16/2020,Account Executive,16.7,38,23.05,381.3491493
1804,Wiza LLC,Recreational Products/Toys,10/26/2020,12/28/2020,Geologist IV,7.82,22,9.54,382.109089
1725,"Runolfsson, Aufderhar and Ritchie",Medical Specialities,9/29/2020,12/1/2020,Data Coordiator,22.94,34,30.74,382.1494993
1652,"Goldner, Murazik and Kassulke",Electrical Products,9/5/2020,11/7/2020,Account Executive,27.25,23,33.52,382.7607403
1516,Wisoky-Shanahan,Industrial Machinery/Components,7/18/2020,9/19/2020,Geological Engineer,8.65,37,11.85,383.4278232
1132,Hackett Inc,Construction/Ag Equipment/Trucks,2/18/2020,4/21/2020,Biostatistician III,22.41,28,28.68,383.7495608
1071,Boyle LLC,Property-Casualty Insurers,1/26/2020,3/29/2020,Administrative Officer,27.53,27,34.96,383.7732591
1047,Vandervort-Muller,Radio And Television Broadcasting And Communications Equipment,1/16/2020,3/20/2020,VP Quality Control,16.92,43,24.20,384.1409865
1481,Mueller and Sons,Major Pharmaceuticals,7/2/2020,9/4/2020,VP Quality Control,29.93,41,42.20,385.6623933
1975,Watsica-Price,n/a,12/26/2020,2/28/2021,Staff Scientist,29.47,23,36.25,385.7374866
1838,"Deckow, Kemmer and McLaughlin",Banks,11/10/2020,1/13/2021,Senior Cost Accountant,20.8,26,26.21,385.7617609
1875,Witting LLC,Multi-Sector Companies,11/21/2020,1/24/2021,Senior Sales Associate,7.37,23,9.07,385.8009259
1604,Wisozk-Ritchie,Consumer: Greeting Cards,8/19/2020,10/22/2020,VP Sales,26.77,43,38.28,386.2678564
1264,McCullough-Hoppe,n/a,4/13/2020,6/16/2020,Senior Financial Analyst,18.91,25,23.64,388.0554614
1468,Larson-Kutch,Computer Software: Prepackaged Software,6/28/2020,8/31/2020,Computer Systems Analyst I,16.81,35,22.69,389.840183
1314,Veum-Hegmann,Biotechnology: Commercial Physical & Biological Resarch,4/26/2020,6/30/2020,Office Assistant IV,24.47,42,34.75,390.0470859
1667,Howe LLC,Specialty Foods,9/9/2020,11/13/2020,Software Test Engineer I,19.18,20,23.02,391.2881752
1600,Boyle Inc,Industrial Machinery/Components,8/17/2020,10/21/2020,Director of Sales,25.95,25,32.44,391.4336437
1238,"Ziemann, Vandervort and King",Investment Managers,4/4/2020,6/8/2020,Food Chemist,19.5,40,27.30,391.7144021
1963,"Harris, Howell and Waelchi",Oil Refining/Marketing,12/20/2020,2/23/2021,Assistant Media Planner,14.76,28,18.89,391.9566021
1153,Crist Inc,Medical/Nursing Services,2/27/2020,5/2/2020,Staff Accountant IV,29.5,40,41.30,392.5365334
1302,Cruickshank LLC,Property-Casualty Insurers,4/23/2020,6/27/2020,Technical Writer,17.81,38,24.58,393.5925912
1749,Hoeger-Berge,Biotechnology: Biological Products (No Diagnostic Substances),10/7/2020,12/11/2020,Design Engineer,29.43,25,36.79,394.5026035
1833,Ryan LLC,Real Estate Investment Trusts,11/7/2020,1/11/2021,GIS Technical Architect,29.56,27,37.54,394.9325921
1751,"Keebler, Steuber and Mann",Oil & Gas Production,10/8/2020,12/12/2020,Biostatistician II,26.85,36,36.52,395.0516795
1372,"Kunde, Marvin and Kshlerin",Computer Software: Prepackaged Software,5/17/2020,7/21/2020,Account Coordinator,11,39,15.29,395.3409023
1702,Considine-Dare,n/a,9/22/2020,11/26/2020,Community Outreach Specialist,21.65,26,27.28,395.7301303
1008,Feeney Group,Building operators,1/3/2020,3/9/2020,Product Engineer,22.95,21,27.77,396.5104235
1719,"Muller, Bernier and Lindgren",Natural Gas Distribution,9/26/2020,12/1/2020,Analog Circuit Design manager,20.66,20,24.79,397.11437
1079,Roberts-Maggio,n/a,1/29/2020,4/4/2020,Mechanical Systems Engineer,10.34,29,13.34,397.3396512
1359,"Hand, Corkery and Boyer",n/a,5/12/2020,7/17/2020,Environmental Tech,22.6,40,31.64,397.3501951
1455,Abernathy and Sons,Clothing/Shoe/Accessory Stores,6/24/2020,8/29/2020,Civil Engineer,17.57,31,23.02,397.5180125
1716,Kassulke-Wunsch,Biotechnology: Electromedical & Electrotherapeutic Apparatus,9/26/2020,12/1/2020,Account Coordinator,18.8,22,22.94,398.1256133
1685,Johnston-Dickens,Rental/Leasing Companies,9/15/2020,11/20/2020,Analyst Programmer,21.82,45,31.64,398.2159021
1412,Kihn-Hansen,"Computer Software: Programming, Data Processing",6/5/2020,8/10/2020,Librarian,17.09,21,20.68,398.2288846
1579,Osinski-Hayes,EDP Services,8/10/2020,10/15/2020,Professor,11.24,45,16.30,399.3285378
1252,"Kohler, Johnson and Von",Semiconductors,4/7/2020,6/12/2020,Media Manager III,28.13,26,35.44,399.3862745
1627,Muller-Kuhic,Computer Software: Prepackaged Software,8/28/2020,11/2/2020,Systems Administrator I,25.16,40,35.22,399.6526261
1965,"Metz, Wehner and Von",Industrial Machinery/Components,12/20/2020,2/24/2021,GIS Technical Architect,20.8,32,27.46,399.6997723
1803,Hackett-Sawayn,n/a,10/26/2020,12/31/2020,Product Engineer,24.3,30,31.59,401.1458219
1981,"Kub, Cruickshank and Hoppe",n/a,12/26/2020,3/3/2021,Staff Accountant IV,19.39,42,27.53,403.8326548
1794,"Torphy, Kemmer and Gleason",Business Services,10/23/2020,12/29/2020,Senior Developer,17.19,22,20.97,404.0297342
1024,Kunze Inc,n/a,1/8/2020,3/15/2020,GIS Technical Architect,16.63,27,21.12,404.1443958
1089,Prosacco and Sons,n/a,2/2/2020,4/9/2020,Electrical Engineer,8.74,33,11.62,404.9121817
1182,"D'Amore, Walsh and Cormier",Business Services,3/11/2020,5/17/2020,Business Systems Development Analyst,17.35,36,23.60,405.1929823
1148,"Considine, Labadie and Abernathy",Major Banks,2/25/2020,5/2/2020,Civil Engineer,7.79,23,9.58,405.6354077
1934,Brakus Group,n/a,12/10/2020,2/15/2021,Sales Associate,17.55,45,25.45,407.9539495
1146,"Cronin, Lesch and Legros",Major Pharmaceuticals,2/25/2020,5/3/2020,Product Engineer,15.29,22,18.65,408.2921484
1714,Baumbach-Toy,n/a,9/24/2020,12/1/2020,Software Test Engineer I,22.52,28,28.83,409.287404
1802,Funk Group,n/a,10/25/2020,1/1/2021,Database Administrator II,21.26,20,25.51,410.0604074
1513,Harvey Inc,Major Banks,7/17/2020,9/23/2020,Research Assistant IV,22.62,20,27.14,411.1023994
1474,Reilly Inc,Electrical Products,7/1/2020,9/7/2020,Editor,26.57,25,33.21,411.1052017
1176,"Green, Borer and Mills",Other Specialty Stores,3/8/2020,5/15/2020,General Manager,17.11,34,22.93,411.1205592
1666,Connelly-Hansen,Major Banks,9/9/2020,11/16/2020,VP Quality Control,20.68,40,28.95,411.4501622
1381,Auer-Wiegand,n/a,5/21/2020,7/28/2020,Quality Engineer,9.36,32,12.36,411.6596721
1166,"Thiel, Ferry and Eichmann",Real Estate Investment Trusts,3/6/2020,5/13/2020,Software Consultant,17.16,33,22.82,411.7639709
1549,Ritchie and Sons,Real Estate,7/27/2020,10/3/2020,Human Resources Assistant IV,11.16,31,14.62,412.849998
1429,"Kulas, Toy and Bogisich",Oil & Gas Production,6/13/2020,8/20/2020,Research Associate,19.78,43,28.29,413.4868164
1304,Zieme-Schumm,Real Estate Investment Trusts,4/23/2020,6/30/2020,Professor,16.52,33,21.97,413.7169634
1212,"Barton, Ledner and Volkman",Business Services,3/22/2020,5/30/2020,Assistant Professor,23.02,31,30.16,414.7696459
1140,"Rowe, Deckow and Rempel",Medical Specialities,2/22/2020,5/1/2020,Environmental Specialist,16.02,36,21.79,414.9172784
1741,Quitzon-Schulist,n/a,10/2/2020,12/10/2020,Research Associate,14.07,43,20.12,415.0079156
1874,Ernser-Kuhn,Commercial Banks,11/21/2020,1/29/2021,Recruiting Manager,27.23,38,37.58,415.6488533
1856,"Reinger, Schroeder and Turcotte",n/a,11/17/2020,1/25/2021,GIS Technical Architect,9.63,28,12.33,416.341525
1904,Reichel-Nienow,n/a,11/30/2020,2/7/2021,Dental Hygienist,26.55,39,36.90,418.5010096
1278,"Bergstrom, Wunsch and Moore",Real Estate Investment Trusts,4/16/2020,6/24/2020,Teacher,11.98,40,16.77,419.2679373
1610,"Crooks, Swift and Balistreri",Integrated oil Companies,8/20/2020,10/28/2020,Programmer III,8.99,45,13.04,419.6056942
1119,Labadie LLC,Television Services,2/13/2020,4/23/2020,Structural Engineer,19.47,45,28.23,420.1837146
1544,"Schmeler, Legros and Beier",Business Services,7/26/2020,10/4/2020,Nuclear Power Engineer,10.96,29,14.14,421.4802358
1355,Kub Group,Major Banks,5/12/2020,7/21/2020,Accountant II,11.69,35,15.78,422.0148486
1781,"Gibson, Jerde and Stokes",Oil Refining/Marketing,10/20/2020,12/29/2020,Account Coordinator,8.31,44,11.97,422.523102
1452,Hyatt Group,Electric Utilities: Central,6/22/2020,8/31/2020,Financial Analyst,21.11,24,26.18,422.8623893
1844,"Botsford, Hoppe and Greenholt",Containers/Packaging,11/12/2020,1/21/2021,Account Executive,29.6,34,39.66,425.4097631
1520,Ferry and Sons,n/a,7/19/2020,9/27/2020,Administrative Officer,12.32,32,16.26,425.6489526
1496,Williamson-Feil,EDP Services,7/7/2020,9/15/2020,Junior Executive,13.89,39,19.31,425.8064431
1524,Rosenbaum-Little,Food Chains,7/20/2020,9/29/2020,Structural Engineer,11.97,30,15.56,426.1693889
1760,"Schiller, Okuneva and Farrell",n/a,10/12/2020,12/22/2020,Design Engineer,26.47,42,37.59,426.4305791
1923,"Yost, Towne and Paucek",Computer Software: Prepackaged Software,12/7/2020,2/16/2021,Civil Engineer,18.49,45,26.81,426.7887639
1798,"Zemlak, Von and McKenzie",Forest Products,10/25/2020,1/4/2021,Business Systems Development Analyst,17.14,31,22.45,428.293659
1330,Marks-Frami,Major Banks,5/3/2020,7/13/2020,Staff Accountant III,9.57,37,13.11,429.7125533
1366,Reynolds Inc,Telecommunications Equipment,5/15/2020,7/25/2020,Director of Sales,8.44,35,11.39,430.0179587
1548,Towne-Hilpert,n/a,7/27/2020,10/6/2020,Web Developer IV,22.39,29,28.88,430.786027
1320,Gleichner LLC,Steel/Iron Ore,4/29/2020,7/9/2020,Help Desk Operator,14.65,21,17.73,431.6489275
1876,"Dooley, Howell and Emard",Environmental Services,11/23/2020,2/3/2021,Librarian,26.58,25,33.23,433.5880666
1508,Streich LLC,Real Estate Investment Trusts,7/14/2020,9/24/2020,Recruiter,11.06,31,14.49,433.9107324
1510,"Sanford, Langworth and Boehm",n/a,7/15/2020,9/25/2020,Editor,22.46,22,27.40,434.152674
1771,Rowe-O'Connell,n/a,10/16/2020,12/27/2020,Electrical Engineer,20.51,27,26.05,434.2899127
1147,Brakus LLC,n/a,2/25/2020,5/7/2020,Software Test Engineer II,14.4,34,19.30,434.7508303
1591,Bailey-Mayert,n/a,8/14/2020,10/25/2020,Help Desk Technician,19.09,37,26.15,434.8464141
1098,Bernhard and Sons,Broadcasting,2/5/2020,4/17/2020,Recruiting Manager,28.22,35,38.10,435.6006631
